File,Principle,Subcategory,Score,Rationale
10.1186_s12889-023-16916-w.pdf,bold_rigorous_research_approaches_rubric,R3,2,"The research publication demonstrates a strong adherence to the 'bold_rigorous_research_approaches_rubric' under subcategory 'R3', which emphasizes high-reward research, reproducibility, sharing data, and rigorous testing. The study employs a comprehensive and robust methodological framework, utilizing advanced statistical and machine learning techniques (multivariable logistic regression, random forest, and XGBoost) to analyze a large dataset from the National COVID Cohort Collaborative (N3C). This approach not only enhances the reproducibility of the findings but also contributes to high-reward research by providing deep insights into the risk factors associated with Post-Acute Sequelae of SARS-CoV-2 infection (PASC). Additionally, the use of a well-documented, centralized data enclave for storing and analyzing deidentified patient data underscores the commitment to data sharing and transparency. The rigorous testing of hypotheses through sensitivity analyses and the employment of multiple models to cross-validate findings further solidify the study's adherence to rigorous research practices."
10.1186_s12889-023-16916-w.pdf,boundary_crossing_partnerships_rubric,B1,1,"The research publication describes a retrospective case-control study that involves multiple health systems across the United States, indicating a form of collaboration. However, the specific nature of these collaborations, particularly whether they involve cross-sector partnerships such as industry-academia collaborations, is not explicitly detailed in the provided sections. The study does utilize data from the National COVID Cohort Collaborative (N3C), which suggests a broad collaborative framework potentially involving various sectors. However, without explicit mention of cross-sector partnerships or direct industry-academia collaboration in the methodology or results, the evidence leans towards a moderate implementation of the 'boundary_crossing_partnerships_rubric' under subcategory 'B1'. The use of a large, multi-source dataset hints at some level of cross-sector engagement, but the lack of specific details on the nature of these partnerships limits the score to 1."
10.1186_s12889-023-16916-w.pdf,boundary_crossing_partnerships_rubric,B2,1,"The research publication demonstrates some aspects of community engagement and collaborative research, primarily through the use of a large, multi-hospital health system dataset (N3C) which includes data from various health systems across the U.S. This indicates a level of collaboration among different health systems and the use of a centralized data enclave for research purposes. However, the direct involvement of patients or broader community stakeholders in the study design, data interpretation, or research execution is not explicitly mentioned. The study primarily focuses on retrospective data analysis using existing health records and does not describe active participation or engagement from patients or community members in the research process. Therefore, while there is evidence of collaborative research through data sharing and utilization of a multi-institutional dataset, the lack of direct patient or community involvement in the research process leads to a score of 1."
10.1186_s12889-023-16916-w.pdf,boundary_crossing_partnerships_rubric,B3,0,"The provided sections of the research publication do not mention or discuss partnership incentives, reward systems, or policy support, which are the keywords associated with the 'boundary_crossing_partnerships_rubric' subcategory 'B3'. The focus of the study is primarily on the retrospective analysis of health data and the identification of risk factors for PASC, without any explicit reference to the development or support of partnerships through incentives or policy frameworks. Therefore, based on the absence of relevant information related to the specified rubric keywords, a score of 0 is appropriate."
10.1186_s12889-023-16916-w.pdf,cross_disciplinary_team_science_rubric,T1,0,"The provided sections of the research publication do not explicitly mention or demonstrate the involvement of an interdisciplinary, multi-professional, or cross-field team in the study's design, execution, or analysis. The methods and results focus primarily on the statistical and epidemiological aspects of the study, without reference to contributions from diverse disciplinary backgrounds. Therefore, based on the absence of keywords such as ""interdisciplinary,"" ""multi-professional,"" or ""cross-field"" and no evident description of cross-disciplinary collaboration, this publication does not meet the criteria for the 'cross_disciplinary_team_science_rubric' under subcategory 'T1'."
10.1186_s12889-023-16916-w.pdf,cross_disciplinary_team_science_rubric,T2,1,"The research publication demonstrates some aspects of knowledge integration by employing a variety of methods (multivariable logistic regression, random forest, and XGBoost) to analyze data from a large, diverse cohort across multiple health systems. This indicates an attempt to integrate knowledge from different methodologies and data sources to understand the risk factors associated with PASC. However, the publication does not clearly demonstrate a holistic approach that integrates insights across different disciplines beyond the scope of epidemiological and statistical analysis. The methods and analysis are robust within the field of public health and data science but do not explicitly incorporate or discuss contributions from other disciplines such as psychology, sociology, or environmental studies, which could provide a more comprehensive understanding of the factors influencing PASC. Therefore, while there is some level of interdisciplinary integration, it is limited to closely related fields."
10.1186_s12889-023-16916-w.pdf,cross_disciplinary_team_science_rubric,T3,0,No rubric keywords detected in relevant sections.
10.1186_s12889-023-16916-w.pdf,generalizable_solutions_rubric,G1,1,"The research publication does address some aspects of operational challenges and bottlenecks, particularly in the context of selecting controls for the study and dealing with the complexities of diagnosing PASC (Post-Acute Sequelae of SARS-CoV-2 infection). The study outlines the difficulties in identifying controls due to the potential for undiagnosed PASC and employs multiple methods to refine the control group, which indicates an awareness and handling of operational challenges in research design. However, the publication does not extensively discuss or generalize these challenges across multiple projects or explicitly identify these issues as bottlenecks or roadblocks in a broader research or operational context. The focus remains specific to the study at hand without a broader application or discussion of these challenges in other projects or settings. Thus, it partially meets the criteria for the 'generalizable_solutions_rubric' under subcategory 'G1'."
10.1186_s12889-023-16916-w.pdf,generalizable_solutions_rubric,G2,1,"The study primarily focuses on Post-Acute Sequelae of SARS-CoV-2 infection (PASC) within a specific cohort from the National COVID Cohort Collaborative (N3C) and does not explicitly aim to address common solutions across a range of conditions or diseases. The methods and analyses are centered on COVID-19 and its long-term impacts, using a detailed and large dataset to explore risk factors and outcomes associated with PASC. Although the study is extensive and utilizes a robust dataset across multiple health systems, it does not generalize its findings to other diseases or conditions outside of COVID-19. Therefore, it does not fully meet the 'generalizable_solutions_rubric' for subcategory 'G2' which emphasizes solutions or findings applicable across various diseases or conditions."
10.1186_s12889-023-16916-w.pdf,generalizable_solutions_rubric,G3,1,"The research publication demonstrates some aspects of the 'generalizable_solutions_rubric' under subcategory 'G3', which focuses on shared resources, policies, and organizational environment. The study utilizes data from the National COVID Cohort Collaborative (N3C), which collects and stores data from multiple health systems across the U.S. in a central data enclave. This approach indicates a shared resource that enhances the generalizability of the findings across different organizational environments. However, the publication does not explicitly discuss the development or influence of policies related to health systems or organizational environments that could further support the generalizability of the solutions proposed. Therefore, the study partially meets the criteria for this subcategory, warranting a score of 1."
10.1371_journal.pone.0093735.pdf,bold_rigorous_research_approaches_rubric,R1,2,"The research publication demonstrates a high level of ambition and rigor in its approach, aligning well with the 'bold_rigorous_research_approaches_rubric' under subcategory 'R1'. The study involves a paradigm-shifting methodology by exploring the intra-arterial delivery of mesenchymal stem cells (MSCs) in a rodent model of stroke, which is a high-risk and innovative approach aiming at major advances in stroke treatment. The methods are meticulously detailed, involving complex surgical techniques and comprehensive experimental designs to assess both safety and efficacy of MSC delivery at various dosages and time points. The research hypothesizes and tests critical variables such as dose dependency and timing of MSC administration, which could significantly impact clinical practices and therapeutic strategies in stroke management. The ambition to refine and optimize stem cell therapy for acute ischemic stroke and the rigorous testing of hypotheses through well-structured experimental phases underscore the publication's alignment with the rubric criteria of pursuing ambitious research that could lead to major advances in the field."
10.1371_journal.pone.0093735.pdf,bold_rigorous_research_approaches_rubric,R2,2,"The research publication demonstrates a high level of adherence to the 'bold_rigorous_research_approaches_rubric' under subcategory 'R2', which focuses on rigorous methods, reproducibility, FAIR data, and robust approach. The methods section of the study is detailed and thorough, providing clear descriptions of the experimental procedures, surgical techniques, and the criteria for inclusion and exclusion of subjects. This level of detail supports reproducibility, as other researchers can follow the same protocols to replicate the study. Additionally, the study employs randomized allocation of animals to treatment groups and blinding of investigators to treatment during surgery and outcome evaluations, which are indicators of a robust approach to minimize bias. The use of standardized protocols for animal care, surgery, and outcome assessment further supports the rigor of the methods. The publication also includes supplementary data (Tables S1 and S2) that provide physiological variables, aligning with the FAIR data principles by making underlying data accessible and reusable. Overall, the meticulous design, execution, and reporting of experimental methods merit a score of 2, indicating a high level of rigor and robustness in the research approach."
10.1371_journal.pone.0093735.pdf,bold_rigorous_research_approaches_rubric,R3,2,"The research publication demonstrates a strong adherence to the 'bold_rigorous_research_approaches_rubric' under subcategory 'R3', which emphasizes high-reward research, reproducibility, sharing data, and rigorous testing. The study meticulously details the methods used, ensuring reproducibility by providing comprehensive descriptions of animal models, surgical procedures, experimental designs, and statistical analyses. The inclusion of supplementary data tables supports data sharing and transparency. Rigorous testing is evident through the systematic approach to dose escalation and the evaluation of safety and efficacy, supported by statistical analyses and histological evidence. The research aims to address a high-reward area by improving the safety and efficacy of intra-arterial delivery of mesenchymal stem cells in stroke models, potentially influencing future clinical applications. This comprehensive approach aligns well with the criteria of high-reward research, reproducibility, data sharing, and rigorous testing, justifying a score of 2."
10.1371_journal.pone.0093735.pdf,boundary_crossing_partnerships_rubric,B1,0,"The provided sections of the research publication, specifically the Methods and Results, do not mention or imply any cross-sector partnerships, industry-academia collaboration, or involvement of multiple sectors in the research process. The study appears to be conducted solely within an academic or research institution setting (University of Miami), and there is no indication of external collaboration with industry or other sectors. The keywords ""cross-sector,"" ""partnership,"" and ""industry-academia collaboration"" are not present, and there is no textual evidence to suggest that such partnerships were a part of the study's methodology or execution. Therefore, based on the information provided, this publication does not demonstrate the principle of 'boundary_crossing_partnerships_rubric' under subcategory 'B1'."
10.1371_journal.pone.0093735.pdf,boundary_crossing_partnerships_rubric,B2,0,No rubric keywords detected in relevant sections.
10.1371_journal.pone.0093735.pdf,boundary_crossing_partnerships_rubric,B3,0,"The provided sections from the research publication, including the Methods and Results, do not mention or imply the use of partnership incentives, reward systems, or policy support, which are the keywords and focus areas for subcategory 'B3' of the 'boundary_crossing_partnerships_rubric'. The study primarily focuses on the experimental procedures and outcomes related to the efficacy and safety of intra-arterial delivery of mesenchymal stem cells in a rodent stroke model. There is no discussion or indication of any partnerships, collaborative incentives, or policy frameworks that would align with the rubric's criteria for scoring in this subcategory. Therefore, the score is 0, indicating that this subcategory is not implemented in the discussed sections of the publication."
10.1371_journal.pone.0093735.pdf,cross_disciplinary_team_science_rubric,T1,0,"The provided sections from the research publication, specifically the Methods and Results, do not mention or imply any interdisciplinary, multi-professional, or cross-field collaboration or integration in the research process. The study appears to be focused on a specific biomedical experiment involving mesenchymal stem cells in ischemic stroke in rats, without clear evidence of contributions from multiple disciplines or fields beyond the specific biomedical or veterinary context. There is no mention of collaboration with professionals from other fields such as engineering, data science, or others that might indicate a cross-disciplinary approach. Therefore, based on the information provided and the keywords outlined in the rubric (interdisciplinary; multi-professional; cross-field), this publication does not demonstrate the principle of 'cross_disciplinary_team_science_rubric' under subcategory 'T1'."
10.1371_journal.pone.0093735.pdf,cross_disciplinary_team_science_rubric,T2,1,"The research publication demonstrates some aspects of 'knowledge integration' and 'holistic approach' as indicated by the keywords in the rubric for subcategory 'T2'. The study integrates knowledge from various fields such as surgery, animal care, neuroscience, and cellular biology to address the complex issue of ischemic stroke treatment using mesenchymal stem cells (MSCs). The methods section details a comprehensive experimental design involving surgical procedures, cell characterization, and outcome evaluations, which indicates a holistic approach to understanding the effects of MSCs in stroke models. However, the publication does not explicitly mention the involvement of a cross-disciplinary team or describe the integration of diverse scientific disciplines in a manner that would fully meet the highest standards of the rubric. Therefore, a score of 1 is appropriate as it shows partial but not full integration of cross-disciplinary team science."
10.1371_journal.pone.0093735.pdf,cross_disciplinary_team_science_rubric,T3,0,"The provided sections from the research publication, specifically the Methods and Results, do not explicitly mention or demonstrate the implementation of team leadership, shared resources, or team policies, which are the keywords associated with the 'T3' subcategory of the 'cross_disciplinary_team_science_rubric'. The text primarily focuses on the experimental procedures, methodologies, and findings related to the effects of intra-arterial delivery of mesenchymal stem cells in a rodent stroke model. There is no mention of how the research team was organized, how leadership roles were distributed, or any specific team policies that guided the research process. Additionally, there is no discussion on how resources were shared among team members or across different disciplines, which are critical aspects of evaluating the 'T3' subcategory. Therefore, based on the absence of relevant information pertaining to the keywords, a score of 0 is appropriate."
10.1371_journal.pone.0093735.pdf,generalizable_solutions_rubric,G1,0,"The provided sections from the research publication, including the Methods and Results, do not explicitly mention or discuss addressing bottlenecks, roadblocks, operational challenges, or the application of the findings across multiple projects, which are the keywords and focus for the 'generalizable_solutions_rubric' subcategory 'G1'. The study primarily focuses on the experimental procedures and outcomes related to the efficacy and safety of intra-arterial delivery of mesenchymal stem cells in a rodent stroke model. There is no discussion on how these findings might address broader operational challenges or be applied to multiple projects, which are essential aspects of the 'G1' subcategory. Therefore, the publication does not demonstrate the principle of 'generalizable_solutions_rubric' under 'G1'."
10.1371_journal.pone.0093735.pdf,generalizable_solutions_rubric,G2,0,"The research publication focuses on the efficacy and safety of intra-arterial delivery of mesenchymal stem cells (MSCs) in a rodent model of stroke, specifically examining different dosages and timing of MSC administration. The study is highly specific to ischemic stroke in rats and does not discuss or imply broader applicability across different diseases, common solutions, or a range of conditions, which are the key elements for the 'G2' subcategory of the 'generalizable_solutions_rubric'. The methods and results are tailored to a very specific medical condition and treatment approach, without any indication that the findings are meant to be applied more broadly across various diseases or conditions. Therefore, the study does not meet the criteria for scoring under the 'G2' subcategory."
10.1371_journal.pone.0093735.pdf,generalizable_solutions_rubric,G3,0,"The subcategory 'G3' of the 'generalizable_solutions_rubric' focuses on shared resources, policies, and organizational environment. The provided sections from the research publication primarily detail experimental procedures, methodologies, and results concerning the effects of intra-arterial delivery of mesenchymal stem cells in a rodent stroke model. There is no mention or discussion of shared resources, policies, or organizational environment that would impact the generalizability of the solutions proposed in the study. The study is highly specific to its experimental setup and does not address broader applicability or integration into wider practices or policies. Therefore, it does not meet the criteria for scoring under the 'G3' subcategory."
10.1371_journal.pone.0240827.pdf,bold_rigorous_research_approaches_rubric,R1,1,"The research publication describes a community-based participatory research (CBPR) approach to develop and implement a training curriculum for Community Health Workers (CHWs) focused on breast cancer education among farmworkers. While the study is comprehensive and involves community engagement and stakeholder feedback, it does not clearly demonstrate the characteristics of ""ambitious research,"" ""paradigm-shift,"" ""high-risk,"" or ""major advances"" as outlined in the rubric keywords. The methods and goals are primarily focused on improving existing knowledge and practices within a specific community context rather than seeking to revolutionize or significantly advance the field of public health or medical research. Therefore, the study, while valuable and well-executed within its scope, aligns more with incremental improvements and community-specific interventions rather than bold or high-risk research endeavors. Hence, a score of 1 is appropriate as it meets some aspects of rigorous research through its methodological soundness and community involvement but does not align with the 'bold' aspects of the rubric."
10.1371_journal.pone.0240827.pdf,bold_rigorous_research_approaches_rubric,R2,1,Found at least one keyword hit: ['fair data']
10.1371_journal.pone.0240827.pdf,bold_rigorous_research_approaches_rubric,R3,2,"The research publication demonstrates a strong adherence to the 'bold_rigorous_research_approaches_rubric' under subcategory 'R3', which emphasizes high-reward research, reproducibility, sharing data, and rigorous testing. The study employs a community-based participatory research (CBPR) approach, which inherently supports the principles of reproducibility and sharing data through its collaborative nature with community-based organizations and stakeholders. This approach ensures that the research methods and findings are transparent and can be replicated or adapted in similar contexts. The rigorous testing is evident in the deployment of pre- and post-training tests to assess knowledge gains among community health workers (CHWs), followed by a follow-up test to evaluate knowledge retention. Additionally, the study's methodology includes detailed descriptions of data collection, statistical analysis, and the deployment of educational materials, which align with the rubric's emphasis on rigorous testing and reproducibility. The sharing of data is implicit in the detailed reporting of methods and results, which allows for scrutiny and reuse in further research or practical applications. Overall, the study's design and execution reflect a high level of rigor and potential for high reward in terms of community health impact, thereby earning a score of 2."
10.1371_journal.pone.0240827.pdf,boundary_crossing_partnerships_rubric,B1,2,"The research publication demonstrates a strong alignment with the 'boundary_crossing_partnerships_rubric' under subcategory 'B1', which focuses on cross-sector partnerships and industry-academia collaboration. The study involves a community-based participatory research (CBPR) approach, engaging multiple community-based organizations (CBOs) including federally qualified health centers, community health clinics, and non-profit organizations. This indicates a cross-sector collaboration involving academia (the research team) and various sectors within the community (healthcare and non-profit organizations). The partnership is clearly integral to the research design and implementation, as the community leaders and CBO staff provided essential insights and participated actively in the study. This collaborative effort is aimed at enhancing the effectiveness of a training curriculum for Community Health Workers (CHWs) and improving educational dissemination materials about breast cancer, which are critical aspects of public health in the farmworker community. The involvement of diverse stakeholders from different sectors and the detailed description of their roles and contributions to the study fulfill the criteria for a score of 2, indicating a high level of cross-sector partnership and collaboration."
10.1371_journal.pone.0240827.pdf,boundary_crossing_partnerships_rubric,B2,2,Found multiple keyword hits (2) across relevant sections.
10.1371_journal.pone.0240827.pdf,boundary_crossing_partnerships_rubric,B3,1,"The research publication describes a community-based participatory research (CBPR) approach that involves partnerships with community-based organizations (CBOs) and community health workers (CHWs) to design and implement a breast cancer training intervention. The study engages with various stakeholders, including farmworker community members, CBO leaders, and CHWs, to gather insights and feedback that inform the training curriculum and educational materials. This demonstrates some level of partnership incentives as the community stakeholders are actively involved in shaping the intervention, which could be seen as a form of reward system for their participation."
10.1371_journal.pone.0240827.pdf,cross_disciplinary_team_science_rubric,T1,1,"The research publication describes a community-based participatory research (CBPR) approach involving a collaboration between academic researchers and community-based organizations (CBOs) to design a training curriculum for Community Health Workers (CHWs) and educational materials for breast cancer awareness. The study engaged various stakeholders including farmworker community members, CBO leaders and staff, and CHWs, which indicates a multidisciplinary approach. However, the text does not explicitly mention the involvement of professionals from distinctly different disciplinary backgrounds such as interdisciplinary or cross-field experts, which are key indicators for the 'cross_disciplinary_team_science_rubric' under subcategory 'T1'. The collaboration appears to be more intra-disciplinary within the public health and community organization sphere, rather than a clear cross-disciplinary or multi-professional team as defined by the keywords like 'interdisciplinary', 'multi-professional', or 'cross-field'. Therefore, the score reflects partial alignment with the rubric criteria."
10.1371_journal.pone.0240827.pdf,cross_disciplinary_team_science_rubric,T2,2,"The research publication demonstrates a strong implementation of the 'T2' subcategory of the 'cross_disciplinary_team_science_rubric', which focuses on knowledge integration and a holistic approach. The methods section details a comprehensive community-based participatory research (CBPR) approach that integrates knowledge from various stakeholders including community leaders, community health workers (CHWs), and academic researchers. This approach facilitated a holistic understanding of the community's health needs and cultural context, which informed the design of the training curriculum and educational materials. The involvement of diverse groups ensures that multiple perspectives and types of expertise are integrated, leading to a more effective and culturally appropriate intervention. The formative research strategy and the deployment of educational materials further illustrate the integration of knowledge from different disciplines and community insights, aligning well with the principles of a holistic approach in cross-disciplinary team science."
10.1371_journal.pone.0240827.pdf,cross_disciplinary_team_science_rubric,T3,2,"The research publication demonstrates a strong alignment with the 'T3' subcategory of the 'cross_disciplinary_team_science_rubric', which focuses on team leadership, shared resources, and team policies. The study is guided by the principles of community-based participatory research (CBPR), indicating a collaborative approach that likely involves shared leadership and decision-making. The involvement of community-based organizations (CBOs) and the engagement with various stakeholder groups, including community leaders, CHWs, and farmworker community members, suggest a shared resource environment where insights, materials, and knowledge are collectively utilized and contributed by all parties. The methods section describes a structured training program for CHWs, which implies the existence of established team policies guiding the training and dissemination activities. Furthermore, the detailed description of the formative research strategy, stakeholder engagement, and the deployment of educational materials indicates a well-coordinated effort among a cross-disciplinary team, fulfilling the criteria of team leadership, shared resources, and team policies."
10.1371_journal.pone.0240827.pdf,generalizable_solutions_rubric,G1,1,"The research publication describes a community-based participatory research (CBPR) approach to design and implement a training curriculum for Community Health Workers (CHWs) focused on breast cancer education. The study involved multiple stakeholders, including community leaders, community-based organizations, and CHWs, to address the specific needs and barriers faced by the farmworker community in South Florida. The methods section details the engagement with these groups and the collection of qualitative data to understand the community's health-seeking behaviors and barriers to cancer screening services. However, the publication does not explicitly mention ""bottlenecks,"" ""roadblocks,"" ""multiple projects,"" or ""operational challenges"" in the context of addressing or overcoming these issues in a broader or multiple project scope. The focus remains primarily on the specific community and project at hand without a clear indication of how these solutions or findings could be generalized or applied to other projects or settings. Therefore, the score of 1 is given as the study partially meets the criteria by involving various stakeholders and addressing community-specific barriers but lacks a broader application or discussion of overcoming general operational challenges in multiple projects."
10.1371_journal.pone.0240827.pdf,generalizable_solutions_rubric,G2,0,"The research publication focuses on a specific community (farmworker community in South Florida) and addresses a specific health issue (breast cancer) among a particular demographic group (female Latinx farmworkers). The methods and results are tailored to the unique cultural, social, and linguistic needs of this population, with no indication that the findings or solutions are intended to be applied across different diseases, conditions, or broader populations. The study does not discuss or imply common solutions or applicability across a range of conditions or diseases, which are essential elements for the 'generalizable_solutions_rubric' under subcategory 'G2'. Therefore, the study does not meet the criteria for scoring in this subcategory."
10.1371_journal.pone.0240827.pdf,generalizable_solutions_rubric,G3,1,Found at least one keyword hit: ['organizational environment']
10.1038_s41467-025-57849-9.pdf,bold_rigorous_research_approaches_rubric,R1,1,"The research publication demonstrates some elements of the 'bold_rigorous_research_approaches_rubric' under subcategory 'R1', but not to a full extent. The study employs a comprehensive and detailed methodology, utilizing large datasets from PCORnet and N3C, and applying sophisticated statistical analyses to estimate the risk of Long COVID in pregnant versus non-pregnant women. This approach is rigorous and contributes valuable insights into the field, indicating a level of ambition in tackling a complex health issue."
10.1038_s41467-025-57849-9.pdf,bold_rigorous_research_approaches_rubric,R2,2,"The research publication demonstrates a high level of adherence to the 'bold_rigorous_research_approaches_rubric' under subcategory 'R2', focusing on rigorous methods, reproducibility, FAIR data, and robust approach. The study employs rigorous methods by using well-defined, rule-based and machine learning computational phenotypes to estimate Long COVID risks, ensuring robustness and precision in results. Reproducibility is addressed through detailed descriptions of the methods, allowing for replication in other studies. The use of FAIR (Findable, Accessible, Interoperable, and Reusable) data principles is evident as the study utilizes data from large, accessible databases (PCORnet and N3C), which are part of national research networks. The robust approach is further supported by extensive sensitivity analyses, cross-checks between different cohorts, and thorough subgroup analyses, enhancing the reliability and generalizability of the findings. These elements collectively fulfill the criteria set by the rubric for a score of 2."
10.1038_s41467-025-57849-9.pdf,bold_rigorous_research_approaches_rubric,R3,2,"The research publication demonstrates a strong adherence to the 'bold_rigorous_research_approaches_rubric' under subcategory 'R3', which emphasizes high-reward research, reproducibility, sharing data, and rigorous testing. The study employs rigorous testing methodologies, as evidenced by the detailed description of the methods used for data collection, analysis, and the extensive use of control groups and matching techniques to ensure robust and reliable results. The research also focuses on high-reward areas by addressing critical questions about Long COVID risks in pregnant versus non-pregnant women, a significant and underexplored area in COVID-19 research. Furthermore, the study's approach to sharing data through the use of large-scale clinical data networks and the detailed reporting of methods enhances reproducibility. The publication's comprehensive analysis and its potential impact on understanding Long COVID in specific populations align well with the criteria of high-reward research and rigorous testing, justifying a score of 2."
10.1038_s41467-025-57849-9.pdf,boundary_crossing_partnerships_rubric,B1,1,"The research publication involves multiple sectors, specifically the healthcare and academic sectors, through the collaboration of various clinical research networks such as PCORnet and N3C within the RECOVER initiative. This indicates a level of cross-sector partnership. However, the details provided in the Methods and Results sections do not explicitly mention industry participation or describe the nature of the partnerships beyond the academic and healthcare collaboration. The involvement of industry or additional sectors beyond academia and healthcare is not clearly stated, which is necessary to fully meet the criteria for a higher score in the 'cross-sector partnership' aspect of the rubric. Therefore, the score reflects some level of cross-sector collaboration but not to the extent that would merit a higher rating."
10.1038_s41467-025-57849-9.pdf,boundary_crossing_partnerships_rubric,B2,0,"The provided sections of the research publication, specifically the Methods and Results, do not explicitly mention or demonstrate community engagement, patient involvement, or collaborative research, which are the key elements for the subcategory 'B2' of the 'boundary_crossing_partnerships_rubric'. The focus of the study is primarily on comparing health outcomes between pregnant and non-pregnant females with COVID-19, using data from PCORnet and N3C cohorts. There is no indication in the text that community members or patients were involved in the design, execution, or analysis of the research, nor is there evidence of collaborative efforts with community organizations or patient groups. The study appears to be a typical clinical research project utilizing existing data sources without active partnership or engagement with the community or patients."
10.1038_s41467-025-57849-9.pdf,boundary_crossing_partnerships_rubric,B3,0,"The provided sections do not mention any partnership incentives, reward systems, or policy support that would indicate the implementation of boundary-crossing partnerships. The focus is primarily on the methodology and findings related to Long COVID risk in pregnant and non-pregnant individuals, without any reference to collaborative efforts or incentives that would foster partnerships between different organizations or stakeholders."
10.1038_s41467-025-57849-9.pdf,cross_disciplinary_team_science_rubric,T1,2,"The research publication demonstrates a strong implementation of the 'cross_disciplinary_team_science_rubric' subcategory 'T1' by utilizing data from multiple cohorts (PCORnet and N3C) and employing interdisciplinary approaches to analyze Long COVID risks across different populations. The study integrates various fields, including epidemiology, machine learning, and public health, to assess the impact of pregnancy on Long COVID outcomes, indicating a multi-professional and cross-field collaboration. The use of diverse methodologies and the examination of multiple variables across different cohorts further exemplify the interdisciplinary nature of the research."
10.1038_s41467-025-57849-9.pdf,cross_disciplinary_team_science_rubric,T2,2,"The publication demonstrates a strong integration of knowledge across multiple disciplines, particularly in the study of Long COVID among pregnant and non-pregnant individuals. The research employs a holistic approach by examining various definitions of Long COVID, utilizing two distinct cohorts (PCORnet and N3C), and analyzing a wide range of variables including demographic factors, health conditions, and different SARS-CoV-2 variants. This comprehensive methodology reflects effective knowledge integration and a thorough understanding of the complexities involved in the research topic, aligning well with the principles of cross-disciplinary team science."
10.1038_s41467-025-57849-9.pdf,cross_disciplinary_team_science_rubric,T3,0,"The provided sections do not demonstrate evidence of team leadership, shared resources, or team policies. There is no mention of how the research was conducted by a cross-disciplinary team or any collaborative efforts that would indicate a structured team approach. The focus is primarily on the methodology and results of the study without reference to the dynamics or organization of the research team."
10.1038_s41467-025-57849-9.pdf,generalizable_solutions_rubric,G1,1,"The publication discusses the risks of Long COVID in pregnant versus non-pregnant individuals, highlighting operational challenges and variations in risk across different subpopulations. However, while it identifies some bottlenecks and roadblocks in understanding Long COVID, it does not provide comprehensive solutions or strategies to address these challenges across multiple projects. The focus is primarily on presenting data rather than offering generalizable solutions to the identified issues."
10.1038_s41467-025-57849-9.pdf,generalizable_solutions_rubric,G2,2,"The research publication demonstrates the principle of generalizable solutions by examining Long COVID across different populations and conditions. It compares risks in pregnant and non-pregnant groups, as well as across various subpopulations stratified by race, age, body mass index, and vaccination status. The findings indicate common solutions regarding the risk of Long COVID, showing consistent patterns across multiple cohorts (PCORnet and N3C) and a range of conditions. This broad applicability across diseases and conditions supports a high score in this subcategory."
10.1038_s41467-025-57849-9.pdf,generalizable_solutions_rubric,G3,1,"The publication provides insights into the risk of Long COVID among pregnant and non-pregnant individuals, highlighting differences across various subpopulations. However, while it discusses the organizational environment (e.g., the use of two cohorts, PCORnet and N3C) and mentions shared resources (the cohorts themselves), it lacks a clear articulation of policies or frameworks that could facilitate the generalization of findings across different settings. The research demonstrates some level of generalizability but does not fully meet the criteria for a score of 2, as it does not explicitly address how these findings could be applied in broader organizational or policy contexts."
10.1101_2023.12.05.23299473.pdf,bold_rigorous_research_approaches_rubric,R1,1,"The research publication demonstrates some elements of ambitious research by utilizing a large dataset and focusing on a significant public health issue (COVID-19 and its psychiatric implications). However, it does not clearly indicate a paradigm shift or high-risk approach, as it primarily employs retrospective cohort methods and established statistical techniques like propensity score matching. While the study aims to derive meaningful insights, it lacks the boldness and innovation typically associated with major advances in research. Thus, it scores a 1 for showing some ambition but not fully meeting the criteria for a higher score."
10.1101_2023.12.05.23299473.pdf,bold_rigorous_research_approaches_rubric,R2,2,"The publication demonstrates rigorous methods through a well-defined retrospective cohort study design, utilizing a large dataset from the National COVID-19 Cohort Collaborative (N3C) Data Enclave. The systematic filtering process and the application of propensity score matching indicate a robust approach to ensure comparability between cohorts. The study also emphasizes reproducibility by detailing the data extraction methodology and the criteria for cohort selection. Furthermore, the use of OMOP codesets for identifying attributes and the involvement of subject matter experts in developing code sets enhance the reliability of the findings. Overall, the methods employed align well with the principles of rigorous research, reproducibility, and robust data handling, warranting a score of 2."
10.1101_2023.12.05.23299473.pdf,bold_rigorous_research_approaches_rubric,R3,2,"The research publication demonstrates a rigorous approach to high-reward research by utilizing a large, well-defined dataset from the National COVID-19 Cohort Collaborative (N3C) and applying systematic filtering and propensity score matching to create comparable cohorts. The study design includes clear criteria for inclusion and exclusion, ensuring reproducibility and rigor in testing the outcomes related to COVID-19 and psychiatric disorders. Additionally, the authors have shared their methodology, including the use of specific codesets and statistical techniques, which supports transparency and facilitates further research. Overall, the publication exemplifies the principles of rigorous testing and data sharing, aligning well with the rubric's expectations for this subcategory."
10.1101_2023.12.05.23299473.pdf,boundary_crossing_partnerships_rubric,B1,0,The provided sections do not demonstrate any evidence of cross-sector partnerships or industry-academia collaboration. The study appears to rely solely on data from the National COVID-19 Cohort Collaborative (N3C) Data Enclave platform without mentioning any partnerships with industry or other sectors. There is no indication of collaboration that would meet the criteria for the 'boundary_crossing_partnerships_rubric' subcategory B1.
